id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
109159,unlock iphone 6 ?,icloud lock broken ?,0,0.0,0.0,12,0.7692307692307693
109160,secret crush cousin/uncle ?,( teens ) crush someone right ?,0,0.0,0.0,19,0.8
109161,could universe inside black hole ?,inside black hole ?,1,0.06327407451450333,0.0,15,0.9032258064516129
109162,serious allegations trump business dealings cuba embargo ?,voters care donald trump 's company may violated american embargo cuba ?,0,0.0,0.0,48,0.9230769230769231
109163,xlri entertain obc ( nc ) reservation ?,many seats reserved obcs iimc delhi ? seats nc-obc general obc ? please reply asap .,0,0.0,0.0,64,0.717948717948718
109164,funny joke ever heard ?,funniest jokes ever heard ?,1,0.0,0.0,5,0.875
109165,current in-hand salary rbi grade b officer ( manager ) pay revision 7th pc ? still highest paying government job ?,impact 7th pay commission going rbi grade b ( manager ) salary ?,1,0.0,0.0,89,0.8979591836734694
109166,one control commotion emotion ?,control emotion ?,1,0.0,0.0,14,1.0
109167,declared dead actually alive ?,jesus dead actually alive ?,0,0.0,0.0,7,0.8888888888888888
109168,solve c ?,people start feel sleepy read ?,0,0.0,0.0,25,0.5714285714285714
109169,hi .. offered recruiter job global company .. scope post indian industry ?,shift medical engineering ?,0,0.0,0.0,59,0.8205128205128205
109170,things ghosts ?,thing ghosts ?,1,0.0,0.0,1,1.0
109171,good workout routine lose weight gain muscle ?,'s good workout routine without weights ?,0,0.0,0.0,20,0.8571428571428571
109172,'m 22 years old indian male ; height 175 cm . increase 179 180 cm ?,22 157 cm.how increase height 168 cm ?,0,0.0,0.0,45,0.8163265306122449
109173,employees american axle & manufacturing good work-life balance ? differ across positions departments ?,cracking coding interview books ?,0,0.0,0.0,81,0.7619047619047619
109174,find starcraft 2 desert strike forums ?,possible form quora clan starcraft 2 ?,0,0.0,0.0,33,0.8333333333333334
109175,pros cons vendor manager career vs account manager career ?,knowledge management career ? pros cons choosing km career ? viable career path pay well ?,0,0.0,0.0,60,0.7894736842105263
109176,spark lead explosion ?,would fusion explosion compare fission explosion ?,0,0.0,0.0,33,0.8125
109177,"good solar panel installation provider near nipomo , california ca ?","good solar panel installation provider near perris , california ca ?",0,0.0,0.0,6,0.972972972972973
109178,anyone worked opencv python heroku ? possible free subscription heroku ?,deploy mediawiki heroku ?,0,0.0,0.0,54,0.7894736842105263
109179,learn english ?,best ways improve english ?,1,0.0,0.0,14,0.7333333333333333
109180,get boyfriend spend time ?,make boyfriend spend time ?,1,0.0,0.0,4,0.9090909090909091
109181,best way learn sharepoint development ?,learn hybrid app development ? best way master ?,0,0.0,0.0,35,1.0
109182,explain battery graph ~86 % 75 % ? 86 % locked screen ( heavy usage till 86 % ) .i 'm using greenify root save battery .,"~1.5 years work experience strategy consulting firm . specialization opt spjain pgdm , considering work experience ?",0,0.0,0.0,99,0.7619047619047619
109183,country strict rules visitors ?,weird rules x country ?,0,0.0,0.0,21,0.8666666666666667
109184,"cool cafes austin , tx ?","cool neighborhoods austin , tx ?",0,0.0,0.0,12,0.8235294117647058
109185,energy created conserved expanding universe ( expands without limit ) infinite energy created ?,"vacuum energy created space expands , infinite energy created ?",1,0.0,0.0,48,0.8444444444444444
109186,travel back time ?,could humans ever travel back time ?,1,0.0,0.0,18,0.8125
109187,'s edgar allan poe 's best work ?,ubuntu mate better ubuntu ?,0,0.0,0.0,27,0.5925925925925926
109188,much money commerce graduated student earn ?,much money commerce student earn ?,1,0.0,0.09090909090909094,10,0.967741935483871
109189,hardest video game ever ?,music played every railway announcement every kerala railway station ?,0,0.0,0.0,55,0.7058823529411765
109190,supermassive black holes found ?,supermassive black hole ?,0,0.0,0.0,7,0.918918918918919
109191,form llc florida ?,form llc ?,0,0.0,0.0,8,0.8421052631578947
109192,get youtube school blocked ?,get youtube school blocked ?,1,0.0,0.0,0,1.0
109193,ph . d. women gender studies worth pursuing ?,best schools ( reputation funding ) women 's gender studies phd level ?,0,0.0,0.06666666666666665,47,0.7619047619047619
109194,improve resume ?,anything improve resume ?,0,0.0,0.0,9,0.7857142857142857
109195,causes stomach ulcers ?,fasting cause stomach ulcers ?,0,0.0,0.0,9,0.8666666666666667
109196,pumpkins vegetable fruit ?,tomatoes nutritionally fruit vegetable ?,0,0.0,0.0,26,0.8888888888888888
109197,eating sitting healthy ergonomic ?,better position eating ? 'sitting chair ' 'sukhasana ',0,0.0,0.0,36,0.7647058823529411
109198,one punch man : everyone loves saitama . even love . tell reasons envy ?,would win fight ? marvel 's iron man one punch man 's genos ?,0,0.0,0.0,50,0.8095238095238095
109199,much day accenture required release offer letter joining date submit documents ?,much time accenture india take give offer joining letter final selection ?,0,0.0,0.0,43,0.8837209302325582
109200,"swedish police ’ raid pirate bay affect torrent community , ?",pirate bay ?,0,0.05030989524866854,0.0,49,0.6060606060606061
109201,"personal hygiene challenge someone , add ?","personal hygiene challenge , one add ?",1,0.0,0.0,6,0.9714285714285714
109202,india need president everything done pm india ?,india need president ?,1,0.06608580509485516,0.0,25,0.7857142857142857
109203,save heavy game setup android pc ?,'s best club ?,0,0.0,0.0,27,0.4827586206896552
109204,june 3 disaster ghana occur ?,history lowest yield 10 year treasuries occur ? ? happen ?,0,0.0,0.08333333333333337,43,0.7567567567567568
109205,worst thing could happen quora ?,worst thing happened quora ?,0,0.07188787110928371,0.0,8,0.9444444444444444
109206,think putin play right expel us diplomats ?,stephen curry focus final 4 minutes game 7 nba finals 2016 ?,0,0.04440464182716355,0.0,42,0.7391304347826086
109207,companies hire software engineers remote work pay six figures ?,companies commonly hire software engineers remote work pay six figures ?,1,0.0,0.0,9,0.9767441860465116
109208,best quote ’ heard ?,best quotes heard thinking ?,0,0.0,0.0,11,0.8387096774193549
109209,ecnr passport ?,check ecnr passport ?,0,0.0,0.0,6,0.9166666666666666
109210,relationship wavelength energy ?,"relationship waste time , energy money ?",0,0.0,0.0,15,0.9142857142857143
109211,difference `` pancakes '' `` hotcakes '' ?,'s difference american/european pancakes chinese pancakes ?,0,0.0,0.0,33,0.8648648648648649
109212,soy sauce made ?,make fried rice without soy sauce ?,0,0.0,0.0,27,0.7586206896551724
109213,forget happens dreams following morning ?,dreams usually forget next morning ?,1,0.0,0.0,24,0.8333333333333334
109214,hand salary iocl employee whose grade pay 11900 ?,would salary person whose basic 18490 grade pay 4800 ?,0,0.0,0.0,28,0.8888888888888888
109215,albert einstein 's famous theories ?,overrating albert einstein ?,0,0.0,0.0,25,0.7741935483870968
109216,calcification arteries reversed ?,happens artery blocked ?,0,0.0,0.0,21,0.75
109217,coffee machine work ?,coffee machine work ?,0,0.0,0.0,0,1.0
109218,"want lie upon nude girl 's back without penetrating , normal ? country fulfill fetish free cost ?",good site download adobe photoshop cc free without pay anything many days want ?,0,0.0,0.0,74,0.9361702127659575
109219,"mean dream someone n't know , feel real ?",dream people n't know . possible ?,0,0.0,0.0,20,0.8333333333333334
109220,"would abolishing rs . 500,1000 notes help stopping production black money curb corruption ?",rs.2000 currency notes reduce black money market corruption ?,1,0.0,0.0,52,0.8571428571428571
109221,best offline strategy games android ?,best offline rpg games android ?,0,0.0,0.0,6,0.9411764705882353
109222,cat b.tech mechanical engineering useful ?,career chose mba b.tech mechanical engineering ?,1,0.0,0.0,21,0.9142857142857143
109223,movie theaters allowed price gouge food drinks ?,best way find details c-levels managers ?,0,0.0,0.0,38,0.8095238095238095
109224,ever wished anyone die ?,"safe montebello , ca ?",0,0.0,0.0,18,0.5
109225,good things working big companies ?,good things working big company ?,1,0.0,0.0,3,0.9473684210526315
109226,important thing life ?,think important thing life ?,1,0.0,0.0,6,0.967741935483871
109227,make one crore 15years invested 10k per month ?,make one crore invested 10k per month 15years ?,1,0.0,0.0,16,1.0
109228,feel someone points mistake ?,respond someone points mistake 've made ?,0,0.0,0.0,15,0.8
109229,hollywood actors actresses really engage sexual intercourse shooting sex scenes ?,hollywood actors really sex movies sex scene ?,1,0.0,0.0,38,0.8947368421052632
109230,meaning emoji winking mouth open ?,'100 ' emoji generally mean ?,0,0.0,0.0,22,0.625
109231,"obama 's final two years ( 2015-16 ) : world war 3 war occurs 2016 , president obama stay president war election occur major war ?",happened world war ?,0,0.0,0.0,114,0.4888888888888889
109232,julian assange help donald trump win 2016 united states presidential election ?,julian assange help donald trump win 2016 united states presidential election ?,0,0.0,0.0,0,1.0
109233,possible 38 years old woman sex twice everyday month without getting pregnant ?,"chances foreign settlement per astrology ? dob : 5 sep 1990 , 12:24 , machilipatnam , andhra pradesh , india",0,0.0,0.0,84,0.7169811320754716
109234,drinking water ever run planet earth ?,could potentially run drinking water future ?,1,0.0,0.0,33,0.8333333333333334
109235,action taken sellers charge 2 rs 5 rs extra mrp refrigeration cost ?,"extra money charged name 'cooling charge ' refrigerated products ( like ice-creams , cold drinks , etc . ) india legitimate ?",0,0.0,0.0,90,0.7755102040816326
109236,tips become successful freelancer ?,one become successful freelancer ?,1,0.0,0.0,4,0.9032258064516129
109237,exactly car wash scandal involving petrobras ? current status ?,names leaked unaoil scandal ?,0,0.0,0.0,48,0.6666666666666666
109238,redmi note 3 get marshmallow ?,redmi note 3 get marshmallow update ?,1,0.0,0.0,7,0.9444444444444444
109239,universities spectrum pharmaceuticals recruit new grads ? majors looking ?,universities lexicon pharmaceuticals recruit new grads ? majors looking ?,0,0.06330987539934736,0.0,7,0.9777777777777777
109240,funniest thing child done ?,funniest things 've done child ?,0,0.0,0.0,12,0.9375
109241,history morilla company ( art material distributor ) ?,many distributors forever living products flp ?,0,0.0,0.0,44,0.8571428571428571
109242,finish jee syllabus 2 months ?,complete jee syllabus 1 year ?,0,0.0,0.11111111111111116,15,0.7428571428571429
109243,state texas secede union legally ?,texas secede legally ?,1,0.0,0.0,12,0.8571428571428571
109244,reaction silver nitrate water ?,reaction silver nitrate sunlight ?,0,0.0,0.0,8,0.8666666666666667
109245,love quora ?,love quora passion ?,1,0.0,0.0,8,0.8333333333333334
109246,redeem hdfc credit ?,get waiver late fee hdfc bank credit card ?,0,0.0,0.0,26,0.6896551724137931
109247,long average person wait sex first time ?,average time running 3k 12 year old boy ?,0,0.0,0.07692307692307687,31,0.6666666666666666
109248,long would take bic standard pen finish ink ?,temperature standard ink ( bic pen ) freeze ?,0,0.044092289587921316,0.0,36,0.7804878048780488
109249,n't salman khan behave nicely ?,n't salman khan retire ?,0,0.0,0.0,10,0.8387096774193549
109250,best big data training institute bangalore ?,one best classroom training big data courses bangalore ?,1,0.0,0.0,25,0.9375
109251,emotional person bad thing ?,emotionally sensitive bad thing ? overcome ?,1,0.0,0.0,20,0.8888888888888888
109252,counties know holocaust nothing help ?,allies know holocaust ?,0,0.0,0.0,18,0.9375
109253,get someone dread hair without spending entire life savings . live md\u0001f629 ?,"jobless 6 months graduation computer science , land high paying job 2-3 months ?",0,0.0,0.0,62,0.7169811320754716
109254,crime love someone ?,"love someone , crime ?",1,0.0,0.0,14,0.96
109255,trump clinton ?,anyone like trump clinton ?,1,0.0,0.0,12,0.8571428571428571
109256,like go eminem concert ?,like see eminem concert ?,1,0.0,0.0,3,0.9230769230769231
109257,earn uploading video youtube ?,earn uploading videos youtube ?,1,0.0,0.0,1,0.9714285714285714
109258,ms dhoni leave captaincy odi t20 ?,msd leave odi captaincy ?,1,0.0,0.0,17,0.9142857142857143
109259,one thing human body differentiates alive dead ?,ntpc gate cutoff ?,0,0.0,0.0,39,0.625
109260,universities enersys recruit new grads ? majors looking ?,universities express recruit new grads ? majors looking ?,0,0.06821576492793309,0.0,4,0.9302325581395349
109261,correct macros add forensiq pixel order track ad fraud doubleclick ad exchange ?,decrease anonymous ad requests google ad exchange ?,0,0.0,0.0,51,0.8571428571428571
109262,best way learn hacking short time ?,learn hacking efficiently ?,1,0.0,0.0,20,0.8235294117647058
109263,best movies time ?,best movies till date ?,1,0.0,0.0,6,0.8695652173913043
109264,"correct , `` queue music '' `` cue music , '' ?",use phrase `` reached mobile '' ?,0,0.0,0.0,33,0.7272727272727273
109265,train dog ?,train dogs polite ?,0,0.0,0.0,8,0.8333333333333334
109266,good universities masters electrical engineering usa ?,best universities usa ph.d electrical engineering ?,0,0.0840518941425125,0.0,15,0.8333333333333334
109267,best laptop gaming 60k inr ?,best gaming laptops inr 60000 ?,1,0.0,0.0,17,0.9714285714285714
109268,languages quora support ?,many different languages quora support ?,1,0.0,0.0,15,0.8484848484848485
109269,president obama family secret service protection rest lives ?,secret service protect president life ?,0,0.0,0.0,33,0.8823529411764706
109270,quora answers ?,answers quora ?,0,0.0,0.0,12,1.0
109271,make antarctica habitable ?,antarctica made habitable ?,1,0.0,0.0,10,0.9285714285714286
